ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
363304620,COLONA FOOD PANTRY,PO BOX 265,COLONA,IL,61241-0265,K36,NA
363332912,BECKER COUNTY FOOD PANTRY INC,610 TERRY ST,DETROIT LAKES,MN,56501-5162,K31Z,NA
363393200,ROANOKE-BENSON HOPE CENTER,311 N MAIN ST,ROANOKE,IL,61561-7515,K31,NA
363398501,MAOT CHITIM OF GREATER CHICAGO INC,3710 COMMERCIAL AVE STE 7,NORTHBROOK,IL,60062-1843,K30,NA
363406243,ELGIN COOPERATIVE MINISTRY INC,PO BOX 74,ELGIN,IL,60121-0074,K31Z,NA
363447510,SELF-HELP CLOSET AND PANTRY OF DES PLAINES,769 HOLIDAY LN,DES PLAINES,IL,60016-5609,P20Z,NA
363470609,PROJECT SHARE OF WADENA INC,PO BOX 383,WADENA,MN,56482-0383,K31,NA
363495948,SCOTTSBLUFF-GERING COMMUNITY SOUP KITCHEN,1814 5TH AVE,SCOTTSBLUFF,NE,69361-2538,K35,NA
363566120,ASSOCIATION TO MEET EMERGENCY NEEDS INC,PO BOX 1231,DICKINSON,ND,58602-1231,K31,AMEN INC
363567366,HUNGER SOLUTIONS MINNESOTA,555 PARK ST STE 400,SAINT PAUL,MN,55103-2276,K30,NA
363617858,NORTH ST PAUL AREA FOOD SHELF,2266 2ND ST N,NORTH ST PAUL,MN,55109-2914,K30,NA
363620411,TRAILL COUNTY SENIOR CITIZENS GRANTEE BOARD INCORPORATED,BOX 2217 2801 32ND AVE SO,FARGO,ND,58103-6176,K30Z,TRAILL COUNTY SENIOR SERVICES
363651063,AMERICAS FOOD BANK,1595 E OAKTON ST,DES PLAINES,IL,60018-2120,K31Z,NA
363667584,CHICAGO FUND ON AGING AND DISABILITY,314 W SUPERIOR ST STE 300,CHICAGO,IL,60654-3538,K36Z,MEALS ON WHEELS CHICAGO
363673599,FEEDING AMERICA,161 N CLARK ST STE 700,CHICAGO,IL,60601-3389,K310,NA
363722028,COMMUNITY KITCHEN INC,705 KILBURN AVE,ROCKFORD,IL,61101-6537,K300,NA
363731543,JO DAVIESS COUNTY EXTENSION & 4-H FOUNDATION,PO BOX 600,ELIZABETH,IL,61028-0600,K20,NA
363753866,CICERO-BERWYN-STICKNEY FOOD PANTRY,1937 S 50TH AVE,CICERO,IL,60804-2428,P99Z,NA
363790368,ANSO CHILD DEVELOPMENT,9101 S WESTERN AVE STE 9,CHICAGO,IL,60643-6751,K30Z,NA
363856313,WAUCONDA ISLAND LAKE FOOD PANTRY INC,PO BOX 255,WAUCONDA,IL,60084-0255,P60,NA
363904164,KOINONIA FOOD PANTRY,405 N WASHINGTON SUITE A,LACON,IL,61540-1107,K30,NA
363913361,GERMAN VALLEY FOOD PANTRY,65 STATE ST,GERMAN VALLEY,IL,61039-9005,K31,NA
363943283,PEMBROKE AGRICULTURE CORPORATION INC,PO BOX 570,HOPKINS PARK,IL,60944-0570,K20,NA
363957293,THE CONNECTION HOMELESS SHELTER INC,PO BOX 1881,NORTH PLATTE,NE,69103-1881,K30,NA
364074647,BURLINGTON-HAMPSHIRE AREA FOOD PANTRY,17N030 WIDMAYER RD,HAMPSHIRE,IL,60140-8251,K31,NA
364100210,HINCKLEY AREA FOOD PANTRY,PO BOX 463,HINCKLEY,IL,60520-0463,P99Z,NA
364109668,COOK COUNTY FARM BUREAU FOUNDATION,6438 JOLIET ROAD,COUNTRYSIDE,IL,60525-4685,K20,NA
364153039,SOUTH LAWRENCE WATER CORPORATION,3669 SUMNER RD,SUMNER,IL,62466-4601,K20,NA
364201080,CLIFTON COMMUNITY FOOD PANTRY,PO BOX 146,CLIFTON,IL,60927-0146,K310,NA
364217400,FEEDING CHILDREN WORLDWIDE,1523 BOURBON PKWY,STREAMWOOD,IL,60107-1836,K30,NA
364219965,THE FRIENDSHIP CENTER,2711 W LAWRENCE AVE,CHICAGO,IL,60625-3703,K30,NA
364288904,ANGELIC ORGANICS LEARNING CENTER INC,1545 ROCKTON RD,CALEDONIA,IL,61011-9572,K99,NA
364289022,CHICAGOS GREEN CITY MARKET PROGRAM,3057 N ROCKWELL ST,CHICAGO,IL,60618-7917,K20,NA
364289076,KEWANEE FOOD PANTRY INC,PO BOX 492,KEWANEE,IL,61443-0492,K31,NA
364289533,COMMUNITY FOOD BASKET,PO BOX 2386,OTTAWA,IL,61350-6986,K31,NA
364303681,ALGONQUIN-LAKE IN THE HILLS INTERFAITH FOOD PANTRY INC,PO BOX 7866,ALGONQUIN,IL,60102-7866,P60,NA
364377608,MARENGO AREA OUTREACH ENTERPRISES,PO BOX 32,MARENGO,IL,60152-0032,K30,NA
364393878,SECOND FAITH TEMPLE COMMUNITY OUTREACH,114 S CUYLER AVE,OAK PARK,IL,60302-2916,K30,NA
364416405,STARK COUNTY COMMUNITY UNIT SCHOOL DISTRICT 100 FOUNDATION,300 W VAN BUREN ST,WYOMING,IL,61491-1172,K11,NA
364419939,LOVE FOUNDATION,3506 W CHICAGO AVE,CHICAGO,IL,60651-4072,K30,NA
364424199,ST CYPRIANS ECUMENICAL FOOD PANTRY,6535 W IRVING PARK RD,CHICAGO,IL,60634-2416,K30,NA
364426548,NATIONAL COALITION FOR FOOD & AGRICULTURAL RESEARCH INC,1800 S OAK ST STE 100,CHAMPAIGN,IL,61820-6974,K99,NA
364442329,MIHUT ROMANIAN CHARITABLE MISSION,2100 TELEGRAPH RD,BANNOCKBURN,IL,60015-1532,K31,CHARITIES
364461669,MEALS ON WHEELS FOUNDATION OF NORTHERN ILLINOIS,7222 W CERMAK RD STE 302,N RIVERSIDE,IL,60546-1443,K36,NA
364513441,HELPING HANDS FOUNDATION,133 NAPIER AVE,BENTON HARBOR,MI,49022-7367,K31,NA
364571403,CASS COUNTY FOOD PANTRY CORPORATION,210 S MAIN ST,VIRGINIA,IL,62691-1125,K31,NA
364585718,SETON HARVEST INC,9400 NEW HARMONY RD,EVANSVILLE,IN,47720-8939,K30,NA
364598281,NORTH DEARBORN PANTRY INCORPORATED,2517 N DEARBORN RD,WEST HARRISON,IN,47060-7216,K31,NA
364635237,CROSSROADS COMMUNITY FOOD NETWORK INC,6930 CARROLL AVE STE 426,TAKOMA PARK,MD,20912-4459,K30,NA
364637822,FOOD RESCUE INC,207 W 3RD ST,SHERIDAN,IN,46069-1049,K31,NA
364640711,BETHEL-ST CLAIR MEALS ON WHEELS,2999 BETHEL CHURCH RD,BETHEL PARK,PA,15102-1253,K36,NA
364662039,INTERNATIONAL SOCIETY FOR PLANT PATHOLOGY-ISPP,3285 NORTHWOOD CIR STE 100,SAINT PAUL,MN,55121-4206,K20,NA
364666782,JACOBS LADDER,PO BOX 626,EATON,OH,45320-0626,K31,NA
364689446,FAIRVIEW HEIGHTS AREA FOOD PANTRY,PO BOX 4657,FAIRVIEW HTS,IL,62208-4657,K31,NA
364739905,PARKSTON COMMUNITY FOOD BANK,PO BOX 844,PARKSTON,SD,57366-0844,K31,NA
364752158,WE CARE FOOD PANTRY,17 GOLDENROD DR,WHISPER PNES,NC,28327-9341,P20,NA
364759301,CAMBRIDGE-ISANTI FARMERS MARKET,168,CAMBRIDGE,MN,55008-0000,K20,NA
364761139,PRIVATE FRIEND INC,4816 SPRING LAKE DR APT D,CHARLOTTE,NC,28212-8360,K12,NA
364770419,TEENS GROW GREENS INC,322 E MICHIGAN ST STE 204,MILWAUKEE,WI,53202-5010,K30,NA
364794687,EIMERS FOUNDATION,5245 N LAKE RD,COLUMBIAVILLE,MI,48421-9159,K30,NA
364808082,IOWA CHIANINA ASSOCIATION,4620 GOLDFINCH AVE,MAURICE,IA,51036-7551,K20,NA
364809510,HUMMELSTOWN MINISTERIUM,311 N HOERNERSTOWN RD,HUMMELSTOWN,PA,17036-9530,K31,NA
364812439,FEED MY SHEEP,29023 TORCH RD,COOLVILLE,OH,45723-9028,K31,NA
364820688,PENNIES FEED MANY CHARITY INC,621 W THORNWOOD DR,SOUTH ELGIN,IL,60177-3737,K30,NA
364834950,BENGALI SAMITI OF NEBRASKA INC,5111 S 164TH ST,OMAHA,NE,68135-1244,K30,NA
364835520,PENNSYLVANIA SIMMENTAL ASSOCIATION INC,504 RIDGE RD,HALIFAX,PA,17032-9743,K11,NA
364851053,TURKEY TAXI INC,150 N RADNOR CHESTER RD STE F200,RADNOR,PA,19087-5245,K36,NA
364865469,HELLENIC SOCIETY OF CONSTANTINOPOLITANS,3104 ASHBURTON AVE,HERNDON,VA,20171-2303,K12,NA
364944802,GREAT ALLENTOWN FAIR FOUNDATION INC,302 N 17TH ST,ALLENTOWN,PA,18104-5013,K20,NA
364946927,GROW & EAT INC,1319 W LANVALE ST,BALTIMORE,MD,21217-2449,K99,LETS GROW AND EAT
364967718,WE CARE INCORPORATED,PO BOX 31123,BETHESDA,MD,20824-1123,K30,NA
364971027,PCM FOOD PANTRY,PO BOX 103,MONROE,IA,50170-0103,K31,NA
364972262,SEBEKA AREA FOOD SHELF,100 JEFFERSON AVE S,SEBEKA,MN,56477-2811,K31,NA
364973494,MIZPAH MISSIONS INC,9672 NORFOLK AVE,LAUREL,MD,20723-1883,K30,NA
364988783,HELPING HANDS FOOD PANTRY,478 BEN BOW RD,TAZEWELL,VA,24651-9189,K31,NA
365013474,COMMUNITY FOOD PANTRY OF FRUITLAND UNITED METHODIST CHURCH AND ST PA,PO BOX 170,EDNEYVILLE,NC,28727-0170,K30,NA
365041276,FOWLERVILLE FAIR FOUNDATION,6400 MASON RD,FOWLERVILLE,MI,48836-8999,K20,NA
366083371,LEE COUNTY FAIR ASSOCIATION,1574 NACHUSA RD,DIXON,IL,61021-8803,K20,NA
366086797,ORION AREA FOOD PANTRY,PO BOX 69,ORION,IL,61273-0069,P20,NA
367600459,MIRACLE MEAL INC,410 NORTH ST,WAPAKONETA,OH,45895-1630,K30,ROLLAND L KENT SR TTEE
370459420,PEORIA COUNTY FARM BUREAU INC,1716 N UNIVERSITY,PEORIA,IL,61604-3900,K99,NA
370684493,ARCOLA FOOD PANTRY,206 EGYPTIAN TRAIL,ARCOLA,IL,61910-0000,K31,NA
370895193,SENIOR SERVICES OF CENTRAL ILLINOIS INC,701 W MASON ST,SPRINGFIELD,IL,62702-2498,K300,NA
370999562,CHRISTIAN COUNTY EXTENSION EDUCATION ASSOCIATION,1120 N WEBSTER ST,TAYLORVILLE,IL,62568-1276,K20,NA
371051098,WEST CENTRAL ILLINOIS AGRICULTURAL RESEARCH & DEMONSTRATION CENTER IN,37804 STATE HIGHWAY 104,BAYLIS,IL,62314-2321,K20,NA
371097654,MORGAN COUNTY EXTENSION EDUCATION BUILDING ASSOCIATION,104 N WESTGATE AVE,JACKSONVILLE,IL,62650-1718,K20,NA
371106465,CENTRAL ILLINOIS FOODBANK,PO BOX 8228,SPRINGFIELD,IL,62791-8228,K31Z,NA
371120974,JACKSONVILLE AREA COMMUNITY FOOD CENTER INC,311 E MORGAN ST,JACKSONVILLE,IL,62650-2546,K300,NA
371128716,WASHINGTON HELPS ITS PEOPLE WHIP,614 S MAIN ST,WASHINGTON,IL,61571-2522,K31,NA
371129060,ILLINOIS ANGUS ASSOCIATION,248 COUNTY ROAD 2500 N,MAHOMET,IL,61853-9750,K20,NA
371130252,EASTERN ILLINOIS FOODBANK,2405 N SHORE DR,URBANA,IL,61802-7221,K310,NA
371159632,MORGAN COUNTY 4-H FOUNDATION INC,104 N WESTGATE AVE,JACKSONVILLE,IL,62650-1718,K20,NA
371172773,CAMBRIA FOOD BANK,PO BOX 218,CAMBRIA,IL,62915-0218,K31,NA
371173652,CHRISTIAN OUTREACH PROGRAM EMERGENCY OF MASSAC COUNTY,PO BOX 761,METROPOLIS,IL,62960-0761,K31,NA
371173814,THE GLEN-ED PANTRY,125 5TH AVE,EDWARDSVILLE,IL,62025-2567,P20Z,C-O JUDITH MOODY DIRECTOR
371181014,MONTGOMERY COUNTY FAIR ASSOCIATION,PO BOX 182,BUTLER,IL,62015-0182,K99,NA
371190183,PALESTINE COMMUNITY FOOD BANK,15595 E 1150TH AVE,PALESTINE,IL,62451-2706,K31,NA
371199188,MATTOON COMMUNITY FOOD CENTER,PO BOX 126,MATTOON,IL,61938-0126,K30Z,NA
371219116,OBLONG COMMUNITY CHRISTIAN FOOD PANTRY,112 N RANGE ST,OBLONG,IL,62449-1117,K31,NA
371236124,JEFFERSON COUNTY MINISTERIEL ASSOCIATION INC,PO BOX 575,MOUNT VERNON,IL,62864-0012,K30,NA
371246443,THE ROBINSON AREA FOOD PANTRY,602 E PINE ST,ROBINSON,IL,62454-3417,K30,NA
371250427,TAZEWELL COUNTY CORN GROWERS ASSOCI ATION,1505 VALLE VISTA,PEKIN,IL,61554-6245,K20,NA
371264951,CHAMPAIGN URBANA COALITION FOR THE HOMELESS,605 E ILLINOIS ST,URBANA,IL,61801-3426,K12,NA
371269790,BALL CHATHAM COMMUNITY FOOD PANTRY,1835 E WALNUT ST,CHATHAM,IL,62629-1578,K31,NA
371270469,FOOD AND CLOTHING BANK NFP,PO BOX 115,FREEBURG,IL,62243-0115,K31,NA
371289819,THE ILLINOIS GRAPE GROWERS AND VINTNERS ALLIANCE,901 S 2ND ST STE 101,SPRINGFIELD,IL,62704-7909,K20,NA
371307380,MARSHALL FOOD DISBURSEMENT CENTER,PO BOX 402,MARSHALL,IL,62441-0402,P20Z,NA
371310083,LINCOLN-LOGAN FOOD PANTRY,PO BOX 773,LINCOLN,IL,62656-0773,K30,NA
371313964,MINONK TOWNSHIP FOOD PANTRY,670 N CHESTNUT ST,MINONK,IL,61760-1272,K31,NA
371317209,COALITION FOR PEOPLE IN NEED,PO BOX 766,CHARLESTON,IL,61920-0766,K31,NA
371348187,MONTGOMERY COUNTY FARM BUREAU FOUNDATION,102 NORTH MAIN STREET,HILLSBORO,IL,62049-1148,K20,NA
371351144,LITCHFIELD FOOD PANTRY INC,205 S 5TH ST STE 700,SPRINGFIELD,IL,62701-1261,P60,NA
371354245,MADISON COUNTY CAREE PROGRAM CONSERVATION AGR RES & ENVIR EDC,900 HILLSBORO AVE,EDWARDSVILLE,IL,62025-1202,K20,NA
371376263,MINISRIES UNLIMITED,C/O KATHERINE SCHELLER 310 COLLINSV,TROY,IL,62294-0000,K31,NA
371377677,ILLINOIS COUNCIL ON BEST MANAGEMENT PRACTICES,100 E WASHINGTON ST,SPRINGFIELD,IL,62701-1172,K20,NA
371388559,REACHING GENERATIONS,2600 GRAND AVE,GRANITE CITY,IL,62040-4825,K31,NA
371397325,LOAMI AREA COMMUNITY PANTRY,PO BOX 512,LOAMI,IL,62661-0512,P20,NA
371401176,OPERATION NOW,PO BOX 7,NORRIS CITY,IL,62869-0007,K30,NA
371401435,FEED MY PEOPLE,200 HICKORY RIDGE CT STE 44,CENTRALIA,IL,62801-3079,K31,NA
371406837,KALYX CENTER FOR SUSTAINABILITY,442 E 1300 NORTH RD,MONTICELLO,IL,61856-8244,K20,NA
371406873,NANNIE M JOHNSON COMMUNITY CENTER,3201 NE MADISON AVE,PEORIA,IL,61603-2348,K30,NA
371409673,WEST CENTRAL ILLINOIS NUTRITION PROJECT INC,639 YORK STREET,QUINCY,IL,62301-3963,K30,NA
371413944,LAND CONNECTION FOUNDATION,206 N RANDOLPH ST STE 400,CHAMPAIGN,IL,61820-8813,K20,NA
371415188,FEEDING ILLINOIS,273 DEARBORN CT,GENEVA,IL,60134-3587,K31,NA
371415567,HOLLAND REGIONAL WATER SYSTEM INC,PO BOX 8,DIETERICH,IL,62424-0008,K20,NA
371416456,DUQUOIN FOOD PANTRY,314 N MAPLE ST,DU QUOIN,IL,62832-1057,P60,NA
371420618,INDIANA CORN MARKETING COUNCIL,8425 KEYSTONE XING STE 200,INDIANAPOLIS,IN,46240-4323,K20,NA
371428340,FREEDOM CENTER,398 SHREWSBURY DR,CLARKSTON,MI,48348-3668,K30,NA
371441658,MATTER,7005 OXFORD ST,ST LOUIS PARK,MN,55426-4509,K30,NA
371446657,NORTHFIELD TOWNSHIP FOOD PANTRY,2550 WAUKEGAN RD STE 100,GLENVIEW,IL,60025-1777,K31,NA
371453284,OHIO PYGMY GOAT ASSOCIATION,136 QUILNA DR,LIMA,OH,45806-1617,K20,NA
371466003,OWENSBORO FARMERS MARKET INC,4800 A NEW HARTFORD ROAD,OWENSBORO,KY,42303-1800,K30,NA
371493100,VONS HOUSE,8424 S OGLESBY AVE,CHICAGO,IL,60617-1939,K31,NA
371563354,FATHERS TABLE MINISTRY,1407 3RD ST,W PORTSMOUTH,OH,45663-6014,K34,NA
371565493,COAL CITY FOOD PANTRY,6805 E MCARDLE RD,COAL CITY,IL,60416-9701,K31,NA
371573222,GREEN COUNTY FOOD PANTRY INC,PO BOX 15,MONROE,WI,53566-0015,K31,NA
371582303,BACKPACK RELIEF PROGRAM,792 RED ROUGH RD,MEADOWS DAN,VA,24120-4026,K30,NA
371593334,JENNIES PLACE,1120 FREDERICK ST,JOLIET,IL,60435-4404,K35,NA
371615485,PUTNAM COUNTY FOOD PANTRY,PO BOX 96,GRANVILLE,IL,61326-0096,K31,NA
371616816,FRIENDS AND NEIGHBORS COMMUNITY CHOICE FOOD CENTER INC,PO BOX 26,COOLVILLE,OH,45723-0026,K30,NA
371638207,BELLE PLAINE FOOD SHELF INC,128 N MERIDIAN ST,BELLE PLAINE,MN,56011-1826,K31,NA
371643602,LASALLE COUNTY STOCKMANS ASSOCIATION,PO BOX 853,STREATOR,IL,61364-0853,K99,NA
371647780,WORLDWIDE GIVING SOLUTIONS INCORPORATED,5015 NIGHTSHADE LN,NOBLESVILLE,IN,46062-9818,K31,NA
371689422,HOPE OUTREACH CENTER,PO BOX 867,ROWLAND,NC,28383-0867,K19,NA
371697515,EVANSVILLE EMERGENCY FOOD PANTRY CONSORTIUM INC,PO BOX 2536,EVANSVILLE,IN,47728-0536,K31,SYLVIA E DETERS MBR
371703668,LOCAL HUNGER FOUNDATION,2536 EASTERN BLVD,YORK,PA,17402-2914,K99,NA
371709712,HCCP BACK PACH PROGRAM,117 MAIN AVE,HAYTI,SD,57241-0000,K30,NA
371732336,NORTH GREENE AREA FOOD PANTRY,200 N MAIN ST,WHITE HALL,IL,62092-1145,K99,NA
371763968,CHESTER COUNTY BEEKEEPERS ASSOCIATION,648 GAULT DR,CHESTER,SC,29706-7750,K99,CCBA
371801039,VERNON TOWNSHIP FOOD PANTRY INC,3050 N MAIN ST,BUFFALO GROVE,IL,60089-2727,K31,NA
371829174,PRAYER AND DELIVERANCE MINISTRY INC,PO BOX 7296,CONCORD,NC,28027-1540,K30,NA
371839635,TILDEN VALLY FARM,3555 COUNTY ROAD PPL,ISHPEMING,MI,49849-9053,K20,NA
371873543,CHRISTIAN COMMUNITY CUPBOARD,PO BOX 103,WASHINGTON,WV,26181-0103,K31,NA
371900165,NOURISH NEBRASKA,18709 S 138TH ST,SPRINGFIELD,NE,68059-4879,K30,NA
371920624,BERLIN FOOD PANTRY INC,253 S CHURCH ST,BERLIN,WI,54923-2112,K31,NA
371945057,FEED ST MARYS INC,PO BOX 212,LEXINGTON PK,MD,20653-0212,K31,NA
371979931,LETS EAT INC,6009 MANNINGTON AVE,BALTIMORE,MD,21206-2024,K30,NA
371983424,THANKSGIVING IN THE VALLEY,1517 AVENUE I,SCOTTSBLUFF,NE,69361-2945,K35,NA
372002457,WAUSHARA COUNTY FOOD PANTRY,PO BOX 1108,WAUTOMA,WI,54982-1108,K31,NA
372091404,SANFORD FARMERS MARKET,2420 TRAMWAY RD,SANFORD,NC,27332-9174,K20,NA
376044579,CLINTON COUNTY HOLSTEIN CLUB,5304 CLINTON COUNTY LINE RD,MASCOUTAH,IL,62258-5213,K20,NA
382035927,CALHOUN COUNTY AGRICULTURAL AND INDUSTRIAL SOCIETY,720 FAIR ST,MARSHALL,MI,49068-1684,K20,NA
382111819,GLADWIN COUNTY FAIR ASSOCIATION,401 S STATE ST,GLADWIN,MI,48624-2243,K20,NA
382130472,LAKEVIEW EDUCATION ASSOCIATION,13171 NANTUCKET DR,STERLING HTS,MI,48313-1947,K99,NA
382156255,GLEANERS COMMUNITY FOOD BANK OF SOUTHEASTERN MICHIGAN,2131 BEAUFAIT ST,DETROIT,MI,48207-3410,K31,NA
382379678,FOOD BANK OF EASTERN MICHIGAN INC,2300 LAPEER RD,FLINT,MI,48503-4221,K310,NA
382420575,KALAMAZOO LOAVES & FISHES,901 PORTAGE ST,KALAMAZOO,MI,49001-3005,K31Z,NA
382424756,GREATER LANSING FOOD BANK,5600 FOOD CT,BATH,MI,48808-7423,K31Z,NA
382466601,UNITED SISTERS OF CHARITY,16339 ROSA PARKS BLVD,DETROIT,MI,48203-2631,K31,NA
382467319,WILLIAMSTON FOOD BANK INC,PO BOX 65,WILLIAMSTON,MI,48895-0065,K31,NA
382535537,MEALS ON WHEELS WESTERN MICHIGAN INC,2900 WILSON AVE SW STE 500,GRANDVILLE,MI,49418-1395,K30Z,NA
382685452,LIVING INDEPENDENCE FOR EVERYONE,PO BOX 646,MONROE,MI,48161-0646,K30Z,NA
382760282,METROPOLITAN DETROIT FLOWER GROWERS ASSOCIATION,PO BOX 1497,BELLEVILLE,MI,48112-1497,K20,NA
382785786,NIFTY-THRIFTY INCORPORATED,PO BOX 206,EBEN JUNCTION,MI,49825-0206,K31,NA
382858282,WEST MICHIGAN LIVESTOCK COUNCIL,PO BOX 22,SCOTTVILLE,MI,49454-0022,K20,NA
382926476,FORGOTTEN HARVEST INC,15000 W 8 MILE RD,OAK PARK,MI,48237-3009,K31M,NA
382928681,SOUTHSIDE COMMUNITY KITCHEN ANN MOE,PO BOX 80844,LANSING,MI,48908-0844,K31Z,NA
382984157,MACOMB FOOD PROGRAM,51194 ROMEO PLANK STE 622,MACOMB TOWNSHIP,MI,48042-4111,K30Z,NA
382990331,ALLEGAN COUNTY CENTRAL FOOD PANTRY,PO BOX 242,ALLEGAN,MI,49010-0242,P60Z,NA
383010758,NORTHWEST FOOD PANTRY COALITION,1224 DAVIS AVE NW,GRAND RAPIDS,MI,49504-3109,P60,NA
383013742,HARBOR COUNTRY EMERGENCY FOOD PANTRY INC,PO BOX 113,THREE OAKS,MI,49128-0113,K30Z,NA
383105325,CENTRAL MICHIGAN HORSEMANS ASSOCIATION INC,8794 S SHORE DR,CLARKSTON,MI,48348-2678,K20,NA
383114299,PIONEER POWER ANTIQUE TRACTOR & GAS ENGINE CLUB,218 W PETERS RD,WEST BRANCH,MI,48661-9282,K99,NA
383155010,MICHIGAN GRAPE SOCIETY,PO BOX 151,BARODA,MI,49101-0151,K20,NA
383183850,CHEBOYGAN COMPASSIONATE MINISTRIES INC,674 COURT ST,CHEBOYGAN,MI,49721-8846,K30,NA
383220304,GREAT LAKES PEOPLE FUND,1323 BOYNE AVE,BOYNE CITY,MI,49712-8940,K20,NA
383268620,MSU STUDENT FOOD BANK,463 E CIRCLE DR,EAST LANSING,MI,48824-7500,K31Z,NA
383288540,SEARS FOOD PANTRY,PO BOX 443,SEARS,MI,49679-0443,K31,NA
383350163,HIDDEN HARVEST,940 E GENESEE AVE STE 2,SAGINAW,MI,48607-1780,P20,NA
383350508,PINCONNING AREA EMERGENCY FOOD PANTRY,PO BOX 893,PINCONNING,MI,48650-0893,P60,NA
383366816,BENZIE FOOD PARTNERS INC,PO BOX 598,HONOR,MI,49640-0598,K30,NA
383374066,OTSEGO COUNTY COMMUNITY FOOD PANTRY,PO BOX 1976,GAYLORD,MI,49734-5976,K31,NA
383386126,MIDWEST ENERGY COOPERATIVE,60590 DECATUR RD,CASSOPOLIS,MI,49031-8412,K20,NA
383386598,EASTSIDE COMPASSIONATE MISSION CENTER INC,1917 DELAWARE AVE,FLINT,MI,48506-4447,K30,FLINT EASTSIDE MISSION
383390350,REDFORD INTERFAITH RELIEF,18499 BEECH DALY RD,REDFORD,MI,48240-1804,K30,NA
383418511,LEMONADE STAND OF MUSKEGON,1629 E RILEY THOMPSON RD,MUSKEGON,MI,49445-9537,K30,NA
383439384,LESLIE OUTREACH INC,PO BOX 215,LESLIE,MI,49251-0215,K30,NA
383463911,FARM WOMENS SYMPOSIUM,5150 MILLER RD,BUCKLEY,MI,49620-9420,K20,NA
383495930,COMMUNITY CRISIS FUND,385 S MAIN ST,CLARKSVILLE,MI,48815-9405,K12,NA
383529145,MICHIGAN JUNIOR POLLED HEREFORD ASSOCIATION,310 E FREELAND RD,MERRILL,MI,48637-9317,K20,NA
383537980,PREMIER SUPPORT SERVICES INC,3176 PIKEWOOD CT,COMMERCE TWP,MI,48382-1441,K36,NA
383548983,AUGRES CHRISTIAN CHARITIES,415 S COURT ST,AU GRES,MI,48703-9310,K31,NA
383550668,HOLT COMMUNITY FOOD BANK,2021 AURELIUS RD,HOLT,MI,48842-1331,K31,NA
383553346,COMMUNITY FOOD PANTRY,100 W HURLBUT ST,CHARLEVOIX,MI,49720-1310,K31,NA
383559696,BRANCH AREA FOOD PANTRY,22 PIERSON ST,COLDWATER,MI,49036-1311,K31,NA
383562874,REX DOBSON RUBY ELLEN FARM FOUNDATION,PO BOX 492,SUTTONS BAY,MI,49682-0492,K20,NA
383576942,AMERICAN CULINARY FEDERATION OF GRAND RAPIDS,1345 MONROE AVENUE NW,GRAND RAPIDS,MI,49505-4671,K99,NA
383604564,LEELANAU FARMERS MARKETS,8527 E GOVERNMENT CENTER DR STE 107,SUTTONS BAY,MI,49682-9742,K20,LEELANAU FARMERS MARKETS ASSO
383608004,WALLOON LAKE ASSOCIATION AND CONSERVANCY,4060 M 75 STE 102,WALLOON LAKE,MI,49796-0000,K20,NA
383618165,RURAL FAMILY SERVICES OF INGHAM COUNTY,PO BOX 246,DANSVILLE,MI,48819-0246,K31,NA
383621342,DANSVILLE FOOD BANK,PO BOX 246,DANSVILLE,MI,48819-0246,P60,NA
383640043,COMMUNITY LIGHTHOUSE,PO BOX 456,MANCELONA,MI,49659-0456,K31,NA
383660495,WINONA FFA ALUMNI,27741 COUNTY ROAD 17,WINONA,MN,55987-5471,K99,NA
383666380,MURPHYSBORO FOOD PANTRY INC,PO BOX 671,MURPHYSBORO,IL,62966-0671,K31,NA
383676870,HUNGRY FOR CHRIST,4565 135TH AVE,HAMILTON,MI,49419-8803,K30,NA
383700978,WAYLAND AREA CHRISTIAN NEIGHBORS FOOD PANTRY INC,122 CHURCH ST,WAYLAND,MI,49348-1202,K30,NA
383708469,WHITE LAKE AREA CHRISTIAN FOOD PANTRY,PO BOX 111,WHITE LAKE,WI,54491-0111,K31,NA
383714513,MURRAY COUNTY FOOD SHELF INC,2989 MAPLE RD,SLAYTON,MN,56172-1461,K31,NA
383725774,LEND A HAND ACROSS AMERICA INC,110 E SCHILLER ST STE 205,ELMHURST,IL,60126-2822,K30,NA
383775128,CHARIS MINISTRY PARTNERS,1300 E 10TH ST,SIOUX FALLS,SD,57103-1779,K31,NA
383776260,NILES TOWNSHIP FOOD PANTRY FOUNDATION,5255 LINCOLN AVENUE,SKOKIE,IL,60077-0000,K31,CHARLES LEVY
383782219,BANQUET IN LISBON INC,642 N MARKET ST,LISBON,OH,44432-1018,K31,NA
383785825,BURLINGTON FARMERS MARKET INC,W1281 SPRING PRAIRIE RD,BURLINGTON,WI,53105-2743,K99,NA
383809929,AMERICAN IRIS SOCIETY,1423 PLEASANT RIDGE RD,RAMSEUR,NC,27316-8239,K20,EASTERN NORTH CAROLINA IRIS SOCIETY
383837711,WILLOWICK FOOD PANTRY,32410 B WILLOWICK DRIVE,WILLOWICK,OH,44095-3809,K30,NA
383850725,CAVALIER COUNTY EMERGENCY FOOD PANTRY INC,PO BOX 630,LANGDON,ND,58249-0630,K31,NA
383853415,BLOOMINGTON FOOD POLICY COUNCIL INC,642 N MADISON ST,BLOOMINGTON,IN,47404-4095,K30,NA
